010001 |R     And *|002402.0+383437 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|
340122 |CV    Dra  |173157.2+571042 |IS        |  9.5    |  10.1      |            |p |            |     |                    |     |                 |09153 BD   |
340123 |CW    Dra  |175125.1+803903 |LB:       | 10.8    |  11.7      |            |p |            |     |                    |     |M8               |00174 BD   |
340124 |CX    Dra *|184643.1+525917 |GCAS+ELL  |  5.68   |   5.99     |            |V |            |     |                    |     |B2.5Ve           |09164 BD   |
340125 |CY    Dra  |194605.2+593426 |RR:       | 12.3    |  13.6      |            |p |            |     |                    |     |                 |00164 02354|
340126 |CZ    Dra  |182601.0+505549 |M         |  9.1    |< 13.0      |            |V |38190.      |     |   371.             |     |M7e              |07956 07956|
340127 |DD    Dra  |184404.6+604613 |EA:       | 11.2    |  12.0      |            |p |31587.248   |     |     0.784       :  |     |B9               |04022 02789|
340128 |DE    Dra *|201936.7+621527 |EA/DM     |  5.72   |(  0.16    )|            |V |42626.2861  |     |     5.298036       |05   |B9V              |09155 BD   |
340130 |DG    Dra *|190503.4+570732 |ELL       |  9.40   |(  0.19    )|(  0.17    )|V |41851.848   |     |     0.5713698      |     |A5V              |08284 BD   |
340131 |DH    Dra  |101750.7+732514 |M:        | 11.3    |  14.5      |            |V |42515.      |     |   550.             |     |N                |09162 04023|
340132 |DI    Dra  |102116.0+784552 |ACV       |  8.2    |(  0.015   )|            |B |            |     |    18.             |     |A0p(Sr-Cr-Eu)    |08323 BD   |
340133 |DK    Dra *|121541.5+723304 |RS        |  6.29   |(  0.19    )|            |V |44048.0     |     |    63.15           |50   |K0III+K0III      |08600 BD   |
340134 |DL    Dra *|144203.3+611543 |DSCTC     |  6.22   |   6.29     |            |V |            |     |                    |     |F2IV             |04026 BD   |
340137 |DO    Dra  |114338.4+714120 |UG        | 10.0    |  15.1      |            |B |            |     |                    |     |                 |67400 67400|
340138 |DP    Dra  |124902.8+660637 |UV        | 10.9    |(  1.55  B )|            |V |            |     |                    |     |                 |67403 HIP  |
340139 |DQ    Dra  |162425.3+551218 |ACV       |  5.74   |(  0.017   )|            |V |            |     |                    |     |                 |67415 BD   |
340140 |DR    Dra  |173241.2+741339 |RS        |  6.55   |(  0.12    )|            |V |            |     |                    |     |                 |67419 BD   |
340146 |DX    Dra  |202220.0+625303 |M         | 12.4    |  15.2      |            |V |            |     |                    |     |                 |68015 USNO |
340148 |DZ    Dra  |173629.8+682920 |SRB:      |  7.6    |(  0.03    )|            |V |            |     |                    |     |                 |69136 BD   |
340149 |EE    Dra  |185852.6+693153 |ACV       |  5.84   |(  0.05    )|            |U |            |     |                    |     |                 |69128 BD   |
340150 |EF    Dra  |180530.4+694516 |EW/KW     | 10.48   |(  0.34    )|            |V |            |     |                    |     |                 |70055 70055|
340153 |EI    Dra  |143046.8+604634 |DSCT      |  8.50   |(  0.11    )|            |V |            |     |                    |     |                 |71127 BD   |
340154 |EK    Dra  |143900.2+641730 |BY        |  8.15   |(  0.09    )|            |B |            |     |                    |     |                 |71130 BD   |
340158 |EO    Dra  |182054.9+503143 |M:        | 10.8    |  13.       |            |p |            |     |                    |     |                 |71164 71165|
340160 |EQ    Dra  |192516.0+571348 |SRB       | 10.3    |  11.6      |            |V |            |     |                    |     |                 |71035 71183|
340161 |ER    Dra  |143142.8+601332 |DSCTC     |  6.18   |(  0.03    )|            |V |            |     |                    |     |                 |72083 BD   |
340163 |ET    Dra  |175025.1+704537 |FKCOM     | 11.52   |  11.83     |            |U |            |     |                    |     |                 |72086 BD   |
340164 |EU    Dra  |151049.8+635226 |SRD:      |  8.56   |(  0.20    )|            |V |            |     |                    |     |                 |73147 BD   |
340165 |EV    Dra  |160147.5+512052 |RS        |  8.63   |(  0.06    )|            |V |            |     |                    |     |                 |73005 BD   |
340166 |EW    Dra  |161645.3+671523 |BY        | 10.69   |  10.74     |            |V |            |     |                    |     |                 |73018 73148|
340168 |EY    Dra  |181616.8+541022 |BY        | 11.83   |(  0.09    )|            |V |            |     |                    |     |                 |73152 73153|
340169 |EZ    Dra  |201001.2+665712 |M         | 11.2    |  14.2      |            |p |            |     |                    |     |                 |73154 73154|
340170 |FF    Dra  |105133.4+751128 |LB        |  8.67   |   8.90     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340171 |FG    Dra  |105727.6+742011 |LB        |  7.41   |   7.68     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340172 |FH    Dra  |105935.0+752829 |SRB       |  8.51   |   8.80     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340173 |FI    Dra  |114013.1+681323 |SRB       |  8.30   |   8.52     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340174 |FK    Dra  |123011.7+635321 |EA        |  9.30   |   9.79     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340175 |FL    Dra  |130204.2+681355 |LB        |  9.84   |  10.13     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340176 |FM    Dra  |131951.0+651104 |SRB       |  8.76   |   8.99     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340177 |FN    Dra  |134643.3+633151 |LB        |  8.13   |   8.36     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340178 |FO    Dra  |143125.7+560929 |LB:       |  9.75   |   9.91     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340179 |FP    Dra  |143432.3+645758 |LB:       |  8.55   |   8.66     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340180 |FQ    Dra  |144601.6+643733 |ACV:      |  8.17   |   8.22     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340181 |FR    Dra  |145804.7+635122 |LB:       |  8.71   |   8.83     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340182 |FS    Dra  |151847.5+593117 |LB        |  8.20   |   8.33     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340183 |FT    Dra  |153149.0+542817 |LB        |  8.35   |   8.48     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340184 |FU    Dra  |153445.2+621644 |EW        | 10.58   |  11.10     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340185 |FV    Dra  |153854.6+572742 |LB        |  7.33   |   7.48     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340186 |FW    Dra  |154242.0+670400 |LB        |  7.84   |   7.98     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340187 |FX    Dra  |154347.6+580127 |EB        |  9.29   |   9.59     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340188 |FY    Dra  |154840.6+612631 |LB        |  8.14   |   8.41     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340189 |FZ    Dra  |155537.7+575331 |LB:       | 10.49   |  10.68     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340190 |GG    Dra  |163155.6+525927 |EB        |  8.77   |   8.89     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340191 |GH    Dra  |163535.9+615049 |LB:       | 10.04   |  10.19     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340192 |GI    Dra  |163607.2+585131 |SRD:      |  8.10   |   8.15     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340193 |GK    Dra  |164541.2+681531 |EA        |  8.78   |   9.20     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340194 |GL    Dra  |165854.1+544343 |SRB       |  8.60   |   8.84     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340195 |GM    Dra  |172021.9+575827 |EW        |  8.79   |   9.02     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340196 |GN    Dra  |172101.3+662722 |SRB       |  9.06   |  10.07     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340197 |GO    Dra  |172349.0+634545 |LB        |  9.14   |   9.45     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340198 |GP    Dra  |172315.5+715212 |LB        |  6.83   |   7.05     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340199 |GQ    Dra  |172529.4+512935 |EB        |  8.98   |   9.42     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340200 |GR    Dra  |172839.4+590207 |L         |  8.30   |   8.43     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340201 |GS    Dra  |173057.1+650637 |LB:       |  9.78   |   9.91     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340202 |GT    Dra  |173950.8+725753 |IA:       |  8.13   |   8.26     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340203 |GU    Dra  |174920.8+530054 |LB:       | 10.13   |  10.35     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340204 |GV    Dra  |175327.5+522308 |EA        |  8.59   |   8.70     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340205 |GW    Dra  |175304.1+772302 |DSCTC     |  9.31   |   9.38     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340206 |GX    Dra  |180306.3+504148 |SRD       |  8.32   |   8.57     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340207 |GY    Dra  |181052.6+571530 |LB        |  9.02   |   9.26     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340208 |GZ    Dra  |181241.0+544607 |E:        |  9.52   |   9.65     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340209 |HH    Dra  |182734.1+582846 |LB        |  8.80   |   9.13     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
340210 |HI    Dra  |183324.4+584223 |RRC       |  9.02   |   9.20     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
