010004 |U     And  |011529.7+404308 |M         |  9.0    |  15.0      |V |49564.      |     |   347.7            |40   |M6e              |00001 00002|
450194 |GL    Lac  |224407.5+553521 |ACV       |  8.73   |   8.90     |V |36864.88    |     |     9.4871         |57   |B8p(Si)          |07553 04323|
450206 |GX    Lac *|224616.8+565108 |EA/DM     | 10.1    |  10.40     |V |39749.3973  |     |     6.3552563      |04   |B8               |00001 09314|
450261 |LM    Lac  |221941.3+503321 |SRB       | 11.3    |  12.1      |p |            |     |    50.             |     |MC               |05862 05862|
450288 |MZ    Lac *|222801.7+534100 |EA        | 11.2    |  12.1      |p |33873.594   |     |     3.158795       |06 :*|A0               |05862 05862|
450291 |NP    Lac  |222853.7+495112 |LB        | 11.5    |  12.2      |p |            |     |                    |     |MC               |05862 05862|
450307 |OT    Lac  |223644.7+564407 |E:        | 11.2    |  11.9      |p |            |     |                    |     |B5               |05862 05862|
450311 |OX    Lac *|224059.1+504528 |EB/DM     | 10.7    |  11.1      |p |33562.520   |     |     5.5337615      |     |B9               |07056 05862|
450314 |PP    Lac *|224238.7+532503 |EW/KW     | 11.1    |  12.0      |p |45595.438   |     |     0.401163       |     |                 |00001 05862|
450325 |QQ    Lac *|221655.5+500523 |LB        | 11.2    |  12.5      |p |            |     |                    |     |M5               |06329 06329|
450341 |V0341 Lac  |221309.5+533726 |LB        | 10.2    |  10.96     |B |            |     |                    |     |M0-M3III         |06329 06329|
450343 |V0343 Lac *|221558.4+531843 |EA/SD     | 11.3    |  11.6      |p |32803.456   |     |     6.471914       |11  *|A0               |06329 06329|
450345 |V0345 Lac *|221843.3+544033 |EA/DM     | 11.1    |  11.7      |p |31344.407   |     |     7.491862       |10  *|B8               |04524 06329|
450347 |V0347 Lac *|222109.6+412319 |ISB:      | 11.3    |  13.1      |p |            |     |                    |     |G2               |06087 06087|
450348 |V0348 Lac  |222733.0+531443 |LB        | 11.1    |  11.9      |p |            |     |                    |     |M2               |06329 06329|
450354 |V0354 Lac  |222910.4+545106 |LB        | 10.4    |  12.       |p |            |     |                    |     |M0III:           |04316 BD   |
450362 |V0362 Lac *|223407.3+392008 |ACV       |  8.69   |(  0.07    )|V |44509.32    |     |     1.43           |50   |A0p(4200-Si)     |08766 BD   |
450363 |V0363 Lac *|224458.5+492852 |LB        | 11.2    |  12.0      |p |            |     |                    |     |C(N)             |08762 08762|
450364 |V0364 Lac *|225214.8+384445 |EA/DM     |  8.51   |   9.25     |B |44257.2865  |     |     7.351522       |06   |A3               |09358 BD   |
450367 |V0367 Lac  |221840.4+434435 |M         | 10.5    |< 15.       |R |            |     |                    |     |                 |68146 68146|
450378 |V0378 Lac  |220327.8+453407 |LB        |  8.7    |   9.1      |R |            |     |                    |     |                 |73134 73134|
450383 |V0383 Lac  |222007.0+493012 |BY+UV     |  8.9    |(  0.19    )|V |            |     |                    |     |                 |73182 BD   |
450387 |V0387 Lac  |223134.5+481601 |M         | 11.0    |  14.6      |V |            |     |                    |     |                 |73011 73011|
450388 |V0388 Lac  |224110.5+403411 |M         | 10.6    |  15.2      |V |            |     |                    |     |                 |73011 73011|
450389 |V0389 Lac  |224321.0+411720 |M         |  9.7    |  14.0      |V |            |     |                    |     |                 |73011 73011|
450393 |V0393 Lac  |220205.8+422247 |I:        | 10.51   |  10.98     |Hp|            |     |                    |     |                 |HIP   HIP  |
450394 |V0394 Lac  |220325.1+484103 |EB        |  8.04   |   8.15     |Hp|            |     |                    |     |                 |HIP   HIP  |
450395 |V0395 Lac  |220341.3+531245 |ACYG:     |  8.45   |   8.52     |Hp|            |     |                    |     |                 |HIP   HIP  |
450396 |V0396 Lac  |220510.6+440353 |IA:       |  9.83   |  10.13     |Hp|            |     |                    |     |                 |HIP   HIP  |
450397 |V0397 Lac  |220608.4+495409 |BE        |  9.67   |   9.79     |Hp|            |     |                    |     |                 |HIP   HIP  |
450398 |V0398 Lac  |220712.4+523808 |EA        |  8.73   |   9.02     |Hp|            |     |                    |     |                 |HIP   HIP  |
450404 |V0404 Lac  |221900.2+454809 |BE        |  8.28   |   8.47     |Hp|            |     |                    |     |                 |HIP   HIP  |
450407 |V0407 Lac  |222436.9+411824 |ELL:      |  8.31   |   8.38     |Hp|            |     |                    |     |                 |HIP   HIP  |
450409 |V0409 Lac  |222822.5+472659 |GCAS      |  8.41   |   8.62     |Hp|            |     |                    |     |                 |HIP   HIP  |
450410 |V0410 Lac  |222845.6+500817 |LB        |  8.47   |   8.83     |Hp|            |     |                    |     |                 |HIP   HIP  |
450413 |V0413 Lac *|223005.7+544725 |ELL       |  9.72   |   9.85     |Hp|            |     |                    |     |                 |HIP   HIP  |
450415 |V0415 Lac  |223831.8+555005 |BE        |  9.22   |   9.35     |Hp|            |     |                    |     |                 |HIP   HIP  |
450417 |V0417 Lac  |223940.9+470333 |LB        |  8.03   |   8.21     |Hp|            |     |                    |     |                 |HIP   HIP  |
450419 |V0419 Lac  |224141.7+440006 |LB:       |  9.15   |   9.33     |Hp|            |     |                    |     |                 |HIP   HIP  |
450448 |V0448 Lac  |222431.4+434311 |SRD:      | 11.22   |  11.72     |U |            |     |    90.1            |     |F8-G0Ia          |78302 DM   |
450451 |V0451 Lac  |224220.7+520334 |M:        | 11.1    |  13.1      |* |            |     |                    |     |                 |78006 2MASS|
450457 |V0457 Lac *|223623.0+380618 |EA        |  9.84   |  10.04     |V |48305.198   |     |     6.15727        |02 : |B9V              |79006 DM   |
460002 |S     Leo *|111050.8+052735 |M         |  9.0    |  14.5      |V |43591.      |     |   190.16           |47   |M3e-M6e:         |00001 00002|
460005 |V     Leo *|100001.9+211544 |M         |  8.4    |  14.6      |V |42706.      |     |   273.35           |44   |M5e              |00001 00002|
460006 |W     Leo *|105337.4+134254 |M         |  8.9    |  14.8      |V |43627.      |     |   391.75           |35   |M5.5e-M7e        |00001 00002|
460007 |X     Leo  |095101.4+115230 |UGSS      | 11.1    |  15.7      |V |            |     |(   16.90         ) |     |pec(UG)          |09324 08852|
460008 |Y     Leo *|093651.8+261358 |EA/SD     | 10.09   |  13.20     |V |45436.451   |     |     1.6861020      |14  *|A5V              |00001 00279|
460009 |Z     Leo  |095208.4+265423 |SRB       |  9.9    |  11.5      |p |36717.      |     |    56.83           |47   |M3III-IV         |00761 00884|
460010 |RR    Leo *|100743.5+235930 |RRAB      |  9.94   |  11.27     |V |43295.402   |     |     0.4523933      |13   |A7-F5            |00001 09331|
460011 |RS    Leo  |094325.7+195140 |M         | 10.7    |  16.0      |p |45020.      |     |   208.2            |31   |M5e              |00001 00567|
460012 |RT    Leo *|094522.4+195420 |EA/SD     | 10.3    |  11.6      |p |23844.037   |     |     7.447906       |13  *|                 |00001 08953|
460013 |RU    Leo  |105309.4+242131 |LB        | 10.3    |  12.0      |V |            |     |                    |     |M3               |      08953|
460017 |RY    Leo  |100415.9+135858 |SRB       |  9.0    |  11.8      |V |            |     |   155.             |47   |M2e              |      00002|
460019 |SS    Leo *|113354.5-000200 |RRAB      | 10.38   |  11.56     |V |41781.409   |     |     0.6263441      |12   |A7-F6            |00001 01841|
460020 |ST    Leo *|113832.7+103342 |RRAB      | 10.74   |  12.02     |V |27923.118   |     |     0.4779843      |15   |A6-F8            |00001 01842|
460024 |SX    Leo  |110338.2-031216 |SRB       |  9.15   |  10.5      |V |40644.      |     |   100.          :  |     |M6               |05828 08953|
460027 |TT    Leo  |111510.7-012316 |LB        | 10.5    |  11.7      |V |            |     |                    |     |M7               |00340 06286|
460029 |TV    Leo *|111121.9-055331 |RRAB      | 11.46   |  12.56     |V |37041.390   |     |     0.6728526      |12   |F4-F6            |08636 00744|
460032 |TY    Leo *|105227.2-050517 |EA        | 10.5    |  11.       |p |25743.47    |     |     1.18466        |     |G                |01848 00190|
460034 |UU    Leo *|094749.7+125903 |EA/SD     | 11.4    |  12.7      |p |45397.456   |     |     1.6797409      |10  *|A2               |00001 00196|
460035 |UV    Leo *|103820.8+141604 |EA/DW     |  8.90   |   9.56     |V |38440.72633 |     |     0.60008478     |18   |G0V+G2V          |01234 03385|
460036 |UW    Leo  |111511.1-053531 |LB:       | 10.2    |  10.8      |p |            |     |                    |     |M5III            |00727 08953|
460037 |UX    Leo *|111713.6-063514 |EA/SD:    | 10.3    |  11.1      |p |37376.430   |     |     1.007172       |12   |F4               |00001 00190|
460038 |UY    Leo  |102921.6+230344 |LB        |  9.5    |  11.       |p |            |     |                    |     |M7III            |00483 08953|
460039 |UZ    Leo *|104033.2+133401 |EW/KE     |  9.58   |  10.15     |V |39800.373   |     |     0.6180428      |     |A7               |00001 08953|
460040 |VV    Leo  |104846.6+083958 |SR        |  9.3    |  10.21     |V |28215.      |     |   181.5            |     |M7               |01852 08953|
460046 |WX    Leo  |115612.3+154344 |LB        |  9.42   |   9.99     |B |            |     |                    |     |M5               |00904 08953|
460047 |WY    Leo  |093101.1+163925 |EA/D      | 11.1    |  11.7      |p |28552.47    |     |     4.985778       |10  *|A2               |03391 00279|
460048 |WZ    Leo  |093412.7+185406 |EA/D      | 11.3    |< 12.0      |p |31162.50    |     |     1.405570       |12  *|A1               |00156 00156|
460049 |XX    Leo *|095929.3+134706 |EB        | 11.1    |  11.7      |B |31169.418   |     |     0.97094     :  |     |A8               |00279 00156|
460050 |XY    Leo *|100140.4+172433 |EW/KW     |  9.45   |   9.93     |V |45074.4906  |     |     0.2840969      |     |K0V+K0           |09317 00156|
460051 |XZ    Leo *|100234.2+170247 |EW/KE     | 10.6    |  11.2      |p |45025.358   |     |     0.4877351      |     |A6               |00001 01432|
460052 |YY    Leo  |100820.0+200013 |SRB       | 10.5    |  11.4      |p |            |     |    40.9            |     |M3               |00156 00156|
460054 |ZZ    Leo  |113654.8+093145 |SRB       | 10.3    |  11.6      |p |25359.      |     |   148.             |40   |M0               |00156 00156|
460056 |AB    Leo *|093322.0+195217 |SRD       | 10.7    |  13.2      |p |34855.      |     |   130.2            |     |F6e-G6ep         |09361 00002|
460057 |AC    Leo  |100014.7+172735 |CST:      |  9.44   |   9.49     |V |            |     |                    |     |K0III            |03596 BD   |
460058 |AD    Leo *|101936.3+195212 |UV        |  8.07   |  11.00     |B |            |     |                    |     |M4.5Ve           |09362 07060|
460060 |AF    Leo *|112753.1+150848 |SRB       |  9.5    |  11.       |p |            |     |   107.             |43   |M5               |00310 08953|
460061 |AG    Leo  |095332.2+160206 |EA/D      | 10.7    |  11.2      |p |26651.635   |     |     3.392498       |10   |F5               |03397 00156|
460063 |AI    Leo  |114028.6+111143 |LB        |  8.44   |  10.5      |V |            |     |                    |     |M5               |00104 08953|
460064 |AK    Leo  |114048.4+130441 |SRB       |  8.36   |   9.4      |V |            |     |    60.          :  |     |M5               |05429 08953|
460065 |AL    Leo  |095812.9+181728 |EA/D      | 10.2    |  10.6      |p |26115.9     |     |     4.1444      :  |     |F5               |00156 00156|
460066 |AM    Leo *|110210.9+095343 |EW/KW     |  9.25   |   9.83     |V |42493.389   |     |     0.36579740     |     |F8V              |00001 08953|
460069 |AP    Leo *|110505.0+050906 |EW/KW     |  9.32   |   9.91     |V |39536.542   |     |     0.4303576      |     |G0V              |00001 08953|
460101 |BX    Leo *|113802.1+163236 |RRC       | 11.     |  11.7      |p |38406.72    |     |     0.36286        |40   |A6               |03925 00470|
460122 |CV    Leo  |115358.8+202924 |LB        | 10.67   |  11.2      |B |            |     |                    |     |K5               |05264 BD   |
460123 |CW    Leo *|094757.4+131643 |M         | 10.96   |  14.8      |R |41710.      |     |   630.             |40   |C9,5             |09321 06140|
